# This is a catalog of steel sections for use with the microstran model parser, 																		
# and maybe even other purposes.																		
# The idea is that each line contains all that is necessary to define a section																		
# starting with a name (no spaces) and a section type (eg CHS).																		
# Then any following fields will be those expected for the type of section in 																		
# question. Different types will have different parameters.																		
# Lines starting with a '#' will be comment lines. Fields should be																		
# tab delimited so that this file can be comfortably edited with a spreadsheet.																		
# Section names should conform to those used by Microstran so that we can																		
# Use a string-based lookup to access section data from this file.																		
#																		
#-------------------------------------------------------------------------------																		
# DIMENSIONS AND PROPERTIES																		
# TUBELINE® CIRCULAR HOLLOW SECTIONS																		
# GRADE C350L0 (TUBELINE 350L0 - TYPE 2(1) AND TYPE 3(2))																		
#																		
#DIMENSIONS_AND_RATIOS	.	.	.	.	.	.	.	PROPERTIES	.	.	.	.	.	.	DESIGN_TO_AS_4100			
#NAME	TYPE	OD	thickness	Mass_per_m	External_surface_area	.	.	Gross_section_area	About_any_axis	.	.	.	Torsion_constant	Torsion_modulus	Form_factor	About_any_axis		
#	CHS	do	t	m/L	sfc/L	sfc/m	do/t	A_g	I	Z	S	r	J	C	k_f	λ_s	Compactness	Ze
#	CHS	mm	mm	kg/m	m²/m	m²/t	-	mm²	1E6mm^4	10³mm³	10³mm³	mm	1E6mm^4	10³mm³	-	-	(C,N,S)	10³mm³
323.9X9.5CHS	CHS	323.9	9.5	73.7	1.02	13.8	34.1	9380	116	717	939	111	232	1430	1	47.7	C	939
323.9X6.4CHS	CHS	323.9	6.4	50.1	1.02	20.3	50.6	6380	80.5	497	645	112	161	994	1	70.9	N	601
273.1X12.7CHS	CHS	273.1	12.7	81.6	0.86	10.5	21.5	10400	88.3	646	862	92.2	177	1290	1	30.1	C	862
273.1X9.3CHS	CHS	273.1	9.3	60.5	0.86	14.2	29.4	7710	67.1	492	647	93.3	134	983	1	41.1	C	647
273.1X6.4CHS	CHS	273.1	6.4	42.1	0.86	20.4	42.7	5360	47.7	349	455	94.3	95.4	699	1	59.7	N	441
273.1X4.8CHS	CHS	273.1	4.8	31.8	0.86	27	56.9	4050	36.4	267	346	94.9	72.8	533	1	79.7	N	312
219.1X8.2CHS	CHS	219.1	8.2	42.6	0.69	16.1	26.7	5430	30.3	276	365	74.6	60.5	552	1	37.4	C	365
219.1X6.4CHS	CHS	219.1	6.4	33.6	0.69	20.5	34.2	4280	24.2	221	290	75.2	48.4	442	1	47.9	C	290
219.1X4.8CHS	CHS	219.1	4.8	25.4	0.69	27.1	45.6	3230	18.6	169	220	75.8	37.1	339	1	63.9	N	210
168.3X7.1CHS	CHS	168.3	7.1	28.2	0.53	18.7	23.7	3600	11.7	139	185	57	23.4	278	1	33.2	C	185
168.3X6.4CHS	CHS	168.3	6.4	25.6	0.53	20.7	26.3	3260	10.7	127	168	57.3	21.4	254	1	36.8	C	168
168.3X4.8CHS	CHS	168.3	4.8	19.4	0.53	27.3	35.1	2470	8.25	98	128	57.8	16.5	196	1	49.1	C	128
165.1X3.5CHS	CHS	165.1	3.5	13.9	0.52	37.2	47.2	1780	5.8	70.3	91.4	57.1	11.6	141	1	66	N	86.6
139.7X3.5CHS	CHS	139.7	3.5	11.8	0.44	37.3	39.9	1500	3.47	49.7	64.9	48.2	6.95	99.5	1	55.9	N	63.7
139.7X3.0CHS	CHS	139.7	3	10.1	0.44	43.4	46.6	1290	3.01	43.1	56.1	48.3	6.02	86.2	1	65.2	N	53.3
114.3X3.6CHS	CHS	114.3	3.6	9.83	0.36	36.5	31.8	1250	1.92	33.6	44.1	39.2	3.84	67.2	1	44.5	C	44.1
114.3X3.2CHS	CHS	114.3	3.2	8.77	0.36	41	35.7	1120	1.72	30.2	39.5	39.3	3.45	60.4	1	50	N	39.5
101.6X3.2CHS	CHS	101.6	3.2	7.77	0.32	41.1	31.8	989	1.2	23.6	31	34.8	2.4	47.2	1	44.5	C	31
101.6X2.6CHS	CHS	101.6	2.6	6.35	0.32	50.3	39.1	809	0.99	19.5	25.5	35	1.98	39	1	54.7	N	25.1
88.9X3.2CHS	CHS	88.9	3.2	6.76	0.28	41.3	27.8	862	0.79	17.8	23.5	30.3	1.58	35.6	1	38.9	C	23.5
88.9X2.6CHS	CHS	88.9	2.6	5.53	0.28	50.5	34.2	705	0.66	14.8	19.4	30.5	1.31	29.6	1	47.9	C	19.4
76.1X3.2CHS	CHS	76.1	3.2	5.75	0.24	41.6	23.8	733	0.49	12.8	17	25.8	0.98	25.6	1	33.3	C	17
76.1X2.3CHS	CHS	76.1	2.3	4.19	0.24	57.1	33.1	533	0.36	9.55	12.5	26.1	0.73	19.1	1	46.3	C	12.5
60.3X2.9CHS	CHS	60.3	2.9	4.11	0.19	46.1	20.8	523	0.22	7.16	9.56	20.3	0.43	14.3	1	29.1	C	9.56
60.3X2.3CHS	CHS	60.3	2.3	3.29	0.19	57.6	26.2	419	0.18	5.85	7.74	20.5	0.35	11.7	1	36.7	C	7.74
48.3X2.9CHS	CHS	48.3	2.9	3.25	0.15	46.7	16.7	414	0.11	4.43	5.99	16.1	0.21	8.86	1	23.3	C	5.99
48.3X2.3CHS	CHS	48.3	2.3	2.61	0.15	58.2	21	332	0.09	3.65	4.87	16.3	0.18	7.3	1	29.4	C	4.87
42.4X2.6CHS	CHS	42.4	2.6	2.55	0.13	52.2	16.3	325	0.06	3.05	4.12	14.1	0.13	6.1	1	22.8	C	4.12
42.4X2.0CHS	CHS	42.4	2	1.99	0.13	66.8	21.2	254	0.05	2.45	3.27	14.3	0.1	4.9	1	29.7	C	3.27
33.7X2.6CHS	CHS	33.7	2.6	1.99	0.11	53.1	13	254	0.03	1.84	2.52	11	0.06	3.67	1	18.1	C	2.52
33.7X2.0CHS	CHS	33.7	2	1.56	0.11	67.7	16.9	199	0.03	1.49	2.01	11.2	0.05	2.98	1	23.6	C	2.01
26.9X2.3CHS	CHS	26.9	2.3	1.4	0.08	60.6	11.7	178	0.01	1.01	1.4	8.74	0.03	2.02	1	16.4	C	1.4
26.9X2.0CHS	CHS	26.9	2	1.23	0.08	68.8	13.5	156	0.01	0.91	1.24	8.83	0.02	1.81	1	18.8	C	1.24
#																		
#UNIVERSAL BEAMS																		
#Table 15 from onesteel HRSSP 3rd ed																		
#Designation	.	.	Depth	Flange------------------		Web	Root	Gross sec	About x-axis				About y-axis				Torsion	Warping
#	.	.	Section	Width	Thickness	Thickness	Radius	Area	---------------------------------------------------------------------------				-------------------------------------------------------------------------------				Constant	Constant
#	TYPE	m_linear	d	bf	tf	tw	r1	Ag	lx	Zx	Sx	rx	ly	Zy	Sy	ry	J	lw
#	.	kg/m	mm	mm	mm	mm	mm	mm²	10^6mm^4	10³mm³	10³mm³	mm	10^6mm64	10³mm³	10³mm³	mm	10³mm^4	10^9mm^6
610UB125	UB	125	612	229	19.6	11.9	14	16000	986	3230	3680	249	39.3	343	536	49.6	1560	3450
610UB113	UB	113	607	228	17.3	11.2	14	14500	875	2880	3290	246	34.3	300	469	48.7	1140	2980
610UB101	UB	101	602	228	14.8	10.6	14	13000	761	2530	2900	242	29.3	257	402	47.5	790	2530
530UB92.4	UB	92.4	533	209	15.6	10.2	14	11800	554	2080	2370	217	23.8	228	355	44.9	775	1590
530UB82.0	UB	82	528	209	13.2	9.6	14	10500	477	1810	2070	213	20.1	193	301	43.8	526	1330
460UB82.1	UB	82.1	460	191	16	9.9	11.4	10500	372	1610	1840	188	18.6	195	303	42.2	701	919
460UB74.6	UB	74.6	457	190	14.5	9.1	11.4	9520	335	1460	1660	188	16.6	175	271	41.8	530	815
460UB67.1	UB	67.1	454	190	12.7	8.5	11.4	8580	296	1300	1480	186	14.5	153	238	41.2	378	708
410UB59.7	UB	59.7	406	178	12.8	7.8	11.4	7640	216	1060	1200	168	12.1	135	209	39.7	337	467
410UB53.7	UB	53.7	403	178	10.9	7.6	11.4	6890	188	933	1060	165	10.3	115	179	38.6	234	394
360UB56.7	UB	56.7	359	172	13	8	11.4	7240	161	899	1010	149	11	128	198	39	338	330
360UB50.7	UB	50.7	356	171	11.5	7.3	11.4	6470	142	798	897	148	9.6	112	173	38.5	241	284
360UB44.7	UB	44.7	352	171	9.7	6.9	11.4	5720	121	689	777	146	8.1	94.7	146	37.6	161	237
310UB46.2	UB	46.2	307	166	11.8	6.7	11.4	5930	100	654	729	130	9.01	109	166	39	233	197
310UB40.4	UB	40.4	304	165	10.2	6.1	11.4	5210	86.4	569	633	129	7.65	92.7	142	38.3	157	165
310UB32.0	UB	32	298	149	8	5.5	13	4080	63.2	424	475	124	4.42	59.3	91.8	32.9	86.5	92.9
250UB37.3	UB	37.3	256	146	10.9	6.4	8.9	4750	55.7	435	486	108	5.66	77.5	119	34.5	158	85.2
250UB31.4	UB	31.4	252	146	8.6	6.1	8.9	4010	44.5	354	397	105	4.47	61.2	94.2	33.4	89.3	65.9
250UB25.7	UB	25.7	248	124	8	5	12	3270	35.4	285	319	104	2.55	41.1	63.6	27.9	67.4	36.7
200UB29.8	UB	29.8	207	134	9.6	6.3	8.9	3820	29.1	281	316	87.3	3.86	57.5	88.4	31.8	105	37.6
200UB25.4	UB	25.4	203	133	7.8	5.8	8.9	3230	23.6	232	260	85.4	3.06	46.1	70.9	30.8	62.7	29.2
200UB22.3	UB	22.3	202	133	7	5	8.9	2870	21	208	231	85.5	2.75	41.3	63.4	31	45	26
200UB18.2	UB	18.2	198	99	7	4.5	11	2320	15.8	160	180	82.6	1.14	23	35.7	22.1	38.6	10.4
180UB22.2	UB	22.2	179	90	10	6	8.9	2820	15.3	171	195	73.6	1.22	27.1	42.3	20.8	81.6	8.71
180UB18.1	UB	18.1	175	90	8	5	8.9	2300	12.1	139	157	72.6	0.98	21.7	33.7	20.6	44.8	6.8
180UB16.1	UB	16.1	173	90	7	4.5	8.9	2040	10.6	123	138	72	0.85	19	29.4	20.4	31.5	5.88
150UB18.0	UB	18	155	75	9.5	6	8	2300	9.05	117	135	62.8	0.67	17.9	28.2	17.1	60.5	3.56
150UB14.0	UB	14	150	75	7	5	8	1780	6.66	88.8	102	61.1	0.5	13.2	20.8	16.6	28.1	2.53
#																		
#																		
#UNIVERSAL COLUMNS																		
#Table 17 from onesteel HRSSP 3rd ed																		
#			Depth	Flange------------------		Web	Root	Gross sec	About x-axis				About y-axis				Torsion	Warping
#			of section	Width	Thickness	Thickness	Radius	Area	——————————————				———————————————				Constant	Constant
#	TYPE	m_linear	d	bf	tf	tw	r1	Ag	lx	Zx	Sx	rx	ly	Zy	Sy	ry	J	lw
#		kg/m	mm	mm	mm	mm	mm	mm²	10^6mm^4	10³mm³	10³mm³	mm	10^6mm^4	10³mm³	10³mm³	mm	10³mm^4	10^9mm^6
310UC158	UC	158.0	327	311	25.0	15.7	16.5	20100	388	2370	2680	139	125	807	1230	78.9	3810	2860
310UC137	UC	137.0	321	309	21.7	13.8	16.5	17500	329	2050	2300	137	107	691	1050	78.2	2520	2390
310UC118	UC	118.0	315	307	18.7	11.9	16.5	15000	277	1760	1960	136	90.2	588	893	77.5	1630	1980
310UC96.8	UC	96.8	308	305	15.4	9.9	16.5	12400	223	1450	1600	134	72.9	478	725	76.7	928	1560
250UC89.5	UC	89.5	260	256	17.3	10.5	14.0	11400	143	1100	1230	112	48.4	378	575	65.2	1040	713
250UC72.9	UC	72.9	254	254	14.2	8.6	14.0	9320	114	897	992	111	38.8	306	463	64.5	586	557
200UC59.5	UC	59.5	210	205	14.2	9.3	11.4	7620	61.3	584	656	89.7	20.4	199	303	51.7	477	195
200UC52.2	UC	52.2	206	204	12.5	8.0	11.4	6660	52.8	512	570	89.1	17.7	174	264	51.5	325	166
200UC46.2	UC	46.2	203	203	11.0	7.3	11.4	5900	45.9	451	500	88.2	15.3	151	230	51	228	142
150UC37.2	UC	37.2	162	154	11.5	8.1	8.9	4730	22.2	274	310	68.4	7.01	91	139	38.5	197	39.6
150UC30.0	UC	30.0	158	153	9.4	6.6	8.9	3860	17.6	223	250	67.5	5.62	73.4	112	38.1	109	30.8
150UC23.4	UC	23.4	152	152	6.8	6.1	8.9	2980	12.6	166	184	65.1	3.98	52.4	80.2	36.6	50.2	21.1
100UC14.8	UC	14.8	97	99	7.0	5.0	10.0	1890	3.18	65.6	74.4	41.1	1.14	22.9	35.2	24.5	34.9	2.3

